DE,National Routine,NatpilCF,2019,WHBps,N,13
SD,NO,1351
FO,N,1,U,N,U,Self-Sampling,T,V,Lan,2019-03-29,,2019-03-29,,,56.66667,-9.25000,,,,27.6.a,42E0,NotApplicable,,,,,OTM_SPF,OTM_SPF_0_0_0,OTM,,,,SPF,Unknown,,Ha,,23,,,NPAH,39502,,,,,,Y,
SS,1,N,haul,Lan,vol,U,N,U,Self-Sampling,whbLandedSampling,Y,,,,,CENSUS,whbLandedSampling,,,,,,Y,
SA,1,,N,U,126439,,Whole,Dead,Lan,,,,U,,,,NotApplicable,,,,,,,,,Kg,900000000,5525,,,,,SYSS,1,C,Self-Sampling,Y,,,,,
BV,1,N,U,TotalLength,255,mm,,,52,52,,,CENSUS,1,Observer
BV,1,N,U,Age,6,Year,Otolith,,52,30,,,CENSUS,1,Observer
BV,1,N,U,WeightLive,89,g,,,52,52,,,CENSUS,1,Observer
BV,2,N,U,TotalLength,385,mm,,,52,52,,,CENSUS,2,Observer
BV,2,N,U,Age,10,Year,Otolith,,52,30,,,CENSUS,2,Observer
BV,2,N,U,WeightLive,322,g,,,52,52,,,CENSUS,2,Observer
BV,3,N,U,TotalLength,280,mm,,,52,52,,,CENSUS,3,Observer
BV,3,N,U,Age,4,Year,Otolith,,52,30,,,CENSUS,3,Observer
BV,3,N,U,WeightLive,95,g,,,52,52,,,CENSUS,3,Observer
BV,4,N,U,TotalLength,260,mm,,,52,52,,,CENSUS,4,Observer
BV,4,N,U,Age,5,Year,Otolith,,52,30,,,CENSUS,4,Observer
BV,4,N,U,WeightLive,97,g,,,52,52,,,CENSUS,4,Observer
BV,5,N,U,TotalLength,280,mm,,,52,52,,,CENSUS,5,Observer
BV,5,N,U,Age,5,Year,Otolith,,52,30,,,CENSUS,5,Observer
BV,5,N,U,WeightLive,104,g,,,52,52,,,CENSUS,5,Observer
BV,6,N,U,TotalLength,270,mm,,,52,52,,,CENSUS,6,Observer
BV,6,N,U,Age,4,Year,Otolith,,52,30,,,CENSUS,6,Observer
BV,6,N,U,WeightLive,99,g,,,52,52,,,CENSUS,6,Observer
BV,7,N,U,TotalLength,320,mm,,,52,52,,,CENSUS,7,Observer
BV,7,N,U,Age,5,Year,Otolith,,52,30,,,CENSUS,7,Observer
